Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Jet,m1267.obj,230,335,Only triangles,[0.025 0.025 0.025],[0.97500002 0.90644503 0.18816499]
Jet,m1268.obj,240,376,Only triangles,[0.025 0.025 0.025],[0.57152897 0.97500002 0.105528  ]
Jet,m1269.obj,230,272,Only triangles,[0.025 0.025 0.025],[0.528319   0.97500002 0.102679  ]
Jet,m1270.obj,295,452,Only triangles,[0.025 0.025 0.025],[0.44875401 0.97500002 0.12963   ]
Jet,m1271.obj,328,524,Only triangles,[0.025 0.025 0.025],[0.44934499 0.97500002 0.168981  ]
Jet,m1273.obj,475,924,Only triangles,[0.025 0.025 0.025],[0.97500002 0.54766703 0.14843699]
Jet,m1274.obj,426,684,Only triangles,[0.025 0.025 0.025],[0.65163398 0.97500002 0.156416  ]
Jet,m1275.obj,204,272,Only triangles,[0.025 0.025 0.025],[0.55427998 0.97500002 0.17699499]
Jet,m1276.obj,236,256,Only triangles,[0.025 0.025 0.025],[0.431339   0.97500002 0.107863  ]
Jet,m1277.obj,2239,4224,Only triangles,[0.025279 0.025    0.027794],[0.47961    0.97500002 0.118603  ]
Jet,m1278.obj,2304,4344,Only triangles,[0.025 0.025 0.025],[0.46888599 0.97500002 0.150699  ]
Jet,m1279.obj,734,1204,Only triangles,[0.025 0.025 0.025],[0.45516801 0.97500002 0.16065501]
Jet,m1280.obj,249,324,Only triangles,[0.025 0.025 0.025],[0.447754   0.97500002 0.136879  ]
Jet,m1281.obj,415,692,Only triangles,[0.025 0.025 0.025],[0.56075603 0.97500002 0.110583  ]
Jet,m1282.obj,368,608,Only triangles,[0.025 0.025 0.025],[0.68989599 0.97500002 0.12646499]
Jet,m1283.obj,275,368,Only triangles,[0.025    0.025    0.030271],[0.54255098 0.97500002 0.196045  ]
Jet,m1284.obj,6334,11608,Only triangles,[0.025 0.025 0.025],[0.44402    0.16530199 0.97500002]
Jet,m1285.obj,802,1408,Only triangles,[0.025 0.025 0.025],[0.38386199 0.35298601 0.97500002]
Jet,m1286.obj,334,428,Only triangles,[0.025 0.025 0.025],[0.584867   0.97500002 0.139     ]
Jet,m1287.obj,714,1188,Only triangles,[0.025 0.025 0.025],[0.468476   0.97500002 0.115832  ]
Jet,m1288.obj,1502,2674,Only triangles,[0.025 0.025 0.025],[0.690907   0.97500002 0.240696  ]
Jet,m1289.obj,5078,9746,Only triangles,[0.048993 0.025    0.025   ],[0.74025899 0.97500002 0.235926  ]
Jet,m1290.obj,279,372,Only triangles,[0.025 0.025 0.025],[0.480234   0.97500002 0.132589  ]
Jet,m1291.obj,272,444,Only triangles,[0.025 0.025 0.025],[0.61293399 0.97500002 0.18576901]
Jet,m1292.obj,2911,5036,Only triangles,[0.025 0.025 0.025],[0.67147499 0.97500002 0.21065401]
Jet,m1293.obj,906,1540,Only triangles,[0.025 0.025 0.025],[0.667647   0.97500002 0.221163  ]
Jet,m1294.obj,257,352,Only triangles,[0.025 0.025 0.025],[0.43937999 0.97500002 0.11004   ]
Jet,m1295.obj,204,244,Only triangles,[0.025 0.025 0.025],[0.50003302 0.97500002 0.068777  ]
Jet,m1296.obj,250,408,Only triangles,[0.42899501 0.025      0.025     ],[0.93751901 0.97500002 0.129821  ]
Jet,m1297.obj,640,1044,Only triangles,[0.064148 0.025    0.045067],[0.339672   0.97500002 0.089214  ]
Jet,m1298.obj,301,542,Only triangles,[0.025 0.025 0.025],[0.72653598 0.315065   0.97500002]
Jet,m1299.obj,210,264,Only triangles,[0.025 0.025 0.025],[0.63228297 0.58679998 0.97500002]
Jet,m1300.obj,39,76,Only triangles,[0.025 0.025 0.025],[0.723517   0.173779   0.97500002]
Jet,m1301.obj,74,144,Only triangles,[0.025 0.025 0.025],[0.64902002 0.136765   0.97500002]
Knife,D01015.obj,886,6330,Only triangles,[-0.157745   -0.66287303 -0.01905   ],[0.96644801 2.66789293 0.06985   ]
Knife,D01025.obj,208,1314,Only triangles,[ 1.77491093  7.31109285 -0.40257499],[11.11461067  9.34774303  0.63752502]
Knife,D01032.obj,560,3336,Only triangles,[-0.113    -0.012206  0.      ],[0.248835 0.008206 0.055113]
Knife,D01051.obj,683,4839,Only triangles,[-0.       -0.010991 -0.001182],[0.41999999 0.010991   0.04      ]
Knife,D01054.obj,130,780,Only triangles,[ 0.003574 -0.033018  0.      ],[0.210224 0.003715 0.003175]
Knife,D01057.obj,184,1146,Only triangles,[-0.010521  0.       -0.040262],[0.010521   0.43186501 0.016401  ]
Knife,D01063.obj,885,5346,Only triangles,[-0.00101  -0.024724  0.022117],[0.41909999 0.025279   0.082435  ]
Knife,D01075.obj,726,4374,Only triangles,[-0.27305001  0.          0.        ],[ 0.46990001 11.34279728  7.0147562 ]
Knife,D01077.obj,334,1980,Only triangles,[-61.42073059  -0.150406     9.11859989],[51.19369888 20.59634209 14.19859982]
Knife,D01107.obj,976,5823,Only triangles,[-0.237856  0.089163  0.789931],[-0.02193     0.101532    0.83131301]
Knife,D01119.obj,113,654,Only triangles,[-0.038603 -0.037054  0.002431],[-0.000104  0.032573  0.005288]
Knife,D01120.obj,132,798,Only triangles,[ 1.60940003 -4.32432985 -0.1143    ],[ 2.06828308 -0.26668     0.10795   ]
Knife,D01132.obj,1058,5913,Only triangles,[ 0.054946  0.061361 -0.010998],[0.40498701 0.124894   0.006745  ]
Knife,D01150.obj,287,1704,Only triangles,[ 0.35762101 -0.13925999  0.076647  ],[ 3.55087399  4.40734005 26.53030014]
Knife,D01160.obj,270,1686,Only triangles,[0.037618   0.125524   0.58737499],[0.48664001 0.223653   0.61594999]
Knife,D01168.obj,692,4152,Only triangles,[ 1.54061294  3.52226806 -0.1778    ],[4.33510399 4.49263191 0.        ]
Knife,D01174.obj,808,4794,Only triangles,[0.17871401 0.46067801 0.1397    ],[3.83353305 0.90119803 0.24765   ]
Knife,D01175.obj,87,498,Only triangles,[ 0.150967   -0.27263999  0.        ],[0.73089999 0.244003   0.044     ]
Knife,D01187.obj,422,1974,Only triangles,[16962.54492188 13182.37792969     0.        ],[28346.93945312 31010.10546875   569.73590088]
Knife,D01189.obj,131,846,Only triangles,[0.074995 0.034983 0.      ],[0.122721   0.35473201 0.0127    ]
Knife,m722.obj,812,1520,Only triangles,[0.025 0.025 0.025],[0.093151   0.17450801 0.97500002]
Knife,m723.obj,5076,10136,Only triangles,[0.025 0.025 0.025],[0.352382   0.088438   0.97500002]
Knife,m724.obj,262,516,Only triangles,[0.025 0.025 0.025],[0.97500002 0.15430599 0.106656  ]
Knife,m725.obj,262,516,Only triangles,[0.025 0.025 0.025],[0.97500002 0.26978299 0.087234  ]
Knife,m726.obj,417,817,Only triangles,[0.025 0.025 0.025],[0.06534    0.31722999 0.97500002]
Knife,m727.obj,681,1346,Only triangles,[0.025 0.025 0.025],[0.442857   0.97500002 0.081071  ]
Knife,m728.obj,463,818,Only triangles,[0.025 0.025 0.025],[0.12553599 0.31854999 0.97500002]
MilitaryVehicle,D00017.obj,27719,49148,Only triangles,[-0.83623999 -0.48663801 -0.307567  ],[0.70740497 0.59212899 0.256001  ]
MilitaryVehicle,D00051.obj,855,1624,Only triangles,[-1.17001998 -0.60805899 -0.51355398],[0.69629198 0.73216701 0.34083   ]
MilitaryVehicle,D00100.obj,3225,5588,Only triangles,[-0.96392    -0.53670198 -0.705428  ],[0.73124897 0.547387   0.60246497]
MilitaryVehicle,D00173.obj,17299,24950,Only triangles,[-0.97400302 -0.36210701 -0.632577  ],[0.94853902 0.51637    0.42925999]
MilitaryVehicle,D00272.obj,15903,30266,Only triangles,[-0.98657697 -0.50790697 -0.418464  ],[0.77432603 0.405604   0.211603  ]
MilitaryVehicle,D00334.obj,20392,9976,Only triangles,[-0.56091702 -0.30814499 -0.20603199],[1.07817006 0.35490501 0.43577901]
MilitaryVehicle,D00458.obj,17962,34011,Only triangles,[-0.83722198 -0.43080699 -0.35281801],[0.958094   0.463285   0.31815401]
MilitaryVehicle,D00529.obj,38226,74093,Only triangles,[-0.68955302 -0.29693699 -0.67968798],[0.990641   0.40729201 0.29440001]
MilitaryVehicle,D00577.obj,25763,42389,Only triangles,[-0.85815001 -0.35555699 -0.473456  ],[0.951074 0.577245 0.421224]
MilitaryVehicle,D00611.obj,2625,4483,Only triangles,[-0.90829301 -0.41017199 -0.27114299],[0.91172701 0.38705599 0.394438  ]
MilitaryVehicle,D00723.obj,16287,25582,Only triangles,[-0.94221401 -0.399968   -0.457102  ],[0.88868499 0.51982403 0.331076  ]
MilitaryVehicle,D00761.obj,7768,15408,Only triangles,[-0.92227799 -0.38232699 -0.43994001],[0.75193202 0.385562   0.63618398]
MilitaryVehicle,D00778.obj,4449,7133,Only triangles,[-0.83079398 -0.31214201 -0.51473999],[0.78003001 0.32246399 0.27617499]
MilitaryVehicle,D00799.obj,719,1342,Only triangles,[-0.68584102 -0.69496399 -0.37012199],[1.09352005 0.77427799 0.15924799]
MilitaryVehicle,D00801.obj,38911,69397,Only triangles,[-0.95680499 -0.29292399 -0.432841  ],[0.62832999 0.219907   0.25222799]
MilitaryVehicle,D00918.obj,13914,25812,Only triangles,[-0.94920498 -0.47957799 -0.28511801],[0.90602601 0.68457597 0.63427299]
MilitaryVehicle,D00932.obj,10050,17224,Only triangles,[-0.95288599 -0.42807999 -0.34461501],[0.76816398 0.59424597 0.622693  ]
MilitaryVehicle,D00933.obj,13652,16891,Only triangles,[-0.61098498 -0.294837   -0.20363501],[1.01955998 0.31428099 0.47318301]
MilitaryVehicle,D00952.obj,11929,19260,Only triangles,[-0.766985   -0.57872498 -0.69203299],[0.81770301 0.69964498 0.34576601]
MilitaryVehicle,D00971.obj,7344,11866,Only triangles,[-0.65332401 -0.34828299 -0.32309401],[1.00185001 0.36262    0.32278401]
Monitor,D00007.obj,1552,2568,Only triangles,[-1.04744005 -0.98106599 -0.44599399],[0.82754201 0.77535599 0.28883499]
Monitor,D00141.obj,1712,3200,Only triangles,[-0.63302201 -0.79737699 -0.48718899],[0.99526101 0.96505398 0.26630199]
Monitor,D00229.obj,2929,4986,Only triangles,[-0.56948698 -0.80730599 -0.42340899],[1.00618994 0.63502502 0.38658601]
Monitor,D00336.obj,9494,15561,Only triangles,[-0.99475902 -0.90507901 -0.79048198],[0.85492498 0.70172399 0.819336  ]
Monitor,D00339.obj,1396,2375,Only triangles,[-0.53085798 -0.63598502 -0.114764  ],[0.82460302 0.66391402 0.39403799]
Monitor,D00364.obj,14887,30258,Only triangles,[-0.92101097 -0.55637503 -0.82934099],[0.62895    1.07042003 0.67511201]
Monitor,D00387.obj,20399,37916,Only triangles,[-0.77840501 -0.76223803 -0.196281  ],[1.02427995 0.94354498 0.158471  ]
Monitor,D00391.obj,1812,3488,Only triangles,[-0.86617702 -0.70204598 -0.177661  ],[1.02537    0.63457298 0.203269  ]
Monitor,D00412.obj,3149,4890,Only triangles,[-1.17500997 -0.77145898 -0.375909  ],[0.48699501 0.874892   0.36520299]
Monitor,D00444.obj,10283,19638,Only triangles,[-0.96897799 -0.835917   -0.52353102],[0.80290401 0.61392599 0.187307  ]
Monitor,D00469.obj,230,444,Only triangles,[-0.59297299 -0.95362198 -0.65862298],[1.16525006 0.79064101 0.91331899]
Monitor,D00548.obj,464,883,Only triangles,[-0.82576799 -0.70890599 -0.212115  ],[1.10906005 0.94581002 0.286457  ]
Monitor,D00659.obj,171,294,Only triangles,[-0.56154001 -0.78795701 -0.850963  ],[1.14163995 0.701244   0.58362597]
Monitor,D00852.obj,6196,11989,Only triangles,[-0.644759   -0.72947502 -0.82006598],[0.87132299 0.724666   0.49045601]
Monitor,D00863.obj,21122,39768,Only triangles,[-0.63440198 -0.70374101 -0.50144702],[0.838458   0.63870198 0.164216  ]
Monitor,D00915.obj,5124,9779,Only triangles,[-1.04247999 -1.20218003 -0.41336599],[0.54742903 0.38846499 0.37848401]
Monitor,D00919.obj,1551,2118,Only triangles,[-0.69749999 -0.70966202 -0.58815497],[0.85780197 0.52557403 0.221191  ]
Monitor,D00920.obj,1315,908,Only triangles,[-0.65869898 -0.95822102 -0.206781  ],[1.11173999 0.33127901 0.237776  ]
Monitor,D00978.obj,16566,33161,Only triangles,[-0.74320501 -0.77828997 -0.46885699],[0.98200202 0.77954698 0.92393899]
Monitor,D01000.obj,29914,35688,Only triangles,[-0.97083497 -1.25732994 -0.19364101],[0.87558597 0.51369703 0.25766701]
Monoplane,D00011.obj,597,1032,Only triangles,[-1.04298997 -0.984635   -0.25535399],[0.75953102 1.00171006 0.21092799]
Monoplane,D00019.obj,837,1578,Only triangles,[-1.05210996 -0.96837598 -0.142717  ],[0.720002   0.99782801 0.209466  ]
Monoplane,D00043.obj,338,556,Only triangles,[-0.98390502 -0.89222902 -0.13770799],[0.78093898 0.886787   0.31042701]
Monoplane,D00098.obj,238,374,Only triangles,[-0.743406   -0.91309899 -0.289175  ],[0.98669797 0.87960303 0.125429  ]
Monoplane,D00167.obj,593,1000,Only triangles,[-0.96320403 -0.33239299 -0.111441  ],[0.97385502 0.321536   0.068975  ]
Monoplane,D00169.obj,2983,4146,Only triangles,[-1.18663001 -0.841492   -0.151996  ],[0.72223401 0.82649899 0.19769301]
Monoplane,D00262.obj,524,868,Only triangles,[-0.78445899 -0.487582   -0.14461499],[0.93889898 0.49419501 0.27342099]
Monoplane,D00301.obj,1264,2088,Only triangles,[-1.02848995 -0.62874001 -0.142334  ],[0.75073099 0.62999398 0.130723  ]
Monoplane,D00304.obj,1521,2704,Only triangles,[-1.07150996 -0.60838902 -0.154208  ],[0.68427402 0.31283501 0.24723201]
Monoplane,D00319.obj,1066,1862,Only triangles,[-0.91567498 -0.71745199 -0.111025  ],[0.83570999 0.85558599 0.32229701]
Monoplane,D00402.obj,393,668,Only triangles,[-0.91469598 -0.79674602 -0.166896  ],[0.98927999 0.755449   0.150598  ]
Monoplane,D00482.obj,1672,2768,Only triangles,[-0.616611   -0.97859699 -0.200243  ],[0.71066999 0.98304302 0.154089  ]
Monoplane,D00617.obj,7440,14840,Only triangles,[-1.11851001 -1.04727995 -0.152073  ],[0.73253101 0.89573902 0.35257301]
Monoplane,D00688.obj,5849,10232,Only triangles,[-0.85044003 -0.991503   -0.23113699],[0.57410198 0.99521703 0.12626199]
Monoplane,D00798.obj,2337,4152,Only triangles,[-0.995713   -0.69386798 -0.098262  ],[0.62301302 0.44828901 0.303646  ]
Monoplane,D00840.obj,2512,4872,Only triangles,[-0.81496698 -0.93703997 -0.183993  ],[0.97738099 0.866211   0.13734999]
Monoplane,D00864.obj,627,1061,Only triangles,[-0.67287099 -0.88147002 -0.126342  ],[0.55982101 0.88946599 0.28531301]
Monoplane,D00925.obj,713,1344,Only triangles,[-0.70211297 -0.970438   -0.25702599],[0.93630803 0.98118299 0.116642  ]
Monoplane,D00963.obj,790,1328,Only triangles,[-0.98504001 -0.519261   -0.131421  ],[0.99152899 0.47369799 0.091972  ]
Monoplane,D00995.obj,586,940,Only triangles,[-1.00276995 -0.539285   -0.053564  ],[0.96630901 0.42999601 0.186259  ]
Motorcycle,D00021.obj,9543,18238,Only triangles,[-0.78227401 -0.59983599 -0.44614401],[0.96388602 0.58956999 0.33889601]
Motorcycle,D00039.obj,18315,36384,Only triangles,[-0.87337601 -0.69863403 -0.36516401],[0.85025901 0.56212699 0.37546599]
Motorcycle,D00054.obj,5300,9454,Only triangles,[-0.818564   -0.52129602 -0.166306  ],[0.92879701 0.76590598 0.75692999]
Motorcycle,D00224.obj,3920,7453,Only triangles,[-0.990282 -0.623514 -0.37114 ],[0.83754498 0.439533   0.382465  ]
Motorcycle,D00269.obj,3061,5544,Only triangles,[-0.99319899 -0.54692101 -0.388648  ],[0.81377602 0.53059101 0.36190301]
Motorcycle,D00288.obj,6697,12510,Only triangles,[-0.94383901 -0.46899799 -0.30958101],[0.97198302 0.448304   0.301947  ]
Motorcycle,D00342.obj,35829,64374,Only triangles,[-0.89977002 -0.59481603 -0.38697299],[0.874228   0.40503401 0.35804999]
Motorcycle,D00345.obj,18397,33774,Only triangles,[-0.91743201 -0.47531    -0.234835  ],[0.86803001 0.47766101 0.32590199]
Motorcycle,D00395.obj,7334,12538,Only triangles,[-1.00103998 -0.42987299 -0.30466399],[0.94686401 0.60509199 0.35932499]
Motorcycle,D00396.obj,3397,6096,Only triangles,[-0.98433203 -0.59712601 -0.31209299],[0.79975098 0.51593    0.30245399]
Motorcycle,D00476.obj,25632,45963,Only triangles,[-0.984698   -0.55029702 -0.70505297],[0.94165498 0.69488299 0.253851  ]
Motorcycle,D00521.obj,16542,32576,Only triangles,[-1.05493999 -0.398747   -0.422959  ],[0.91374302 0.31215501 0.27522501]
Motorcycle,D00544.obj,12097,22065,Only triangles,[-0.93094099 -0.527987   -0.480901  ],[0.994115   0.66646498 0.46198699]
Motorcycle,D00594.obj,12312,22067,Only triangles,[-0.96464503 -0.53314799 -0.477072  ],[0.95703697 0.66058803 0.46538401]
Motorcycle,D00703.obj,46694,90616,Only triangles,[-0.84832001 -0.54976702 -0.36401901],[0.96296    0.476275   0.26200399]
Motorcycle,D00768.obj,9288,18420,Only triangles,[-0.84038901 -0.71242201 -0.43390599],[1.03392005 0.40735701 0.39540899]
Motorcycle,D00858.obj,25404,28454,Only triangles,[-0.74781501 -0.68450999 -0.344547  ],[1.04076004 0.68144399 0.38582101]
Motorcycle,D00880.obj,5713,11152,Only triangles,[-0.937374 -0.575315 -0.472332],[0.92453003 0.68275899 0.35518101]
Motorcycle,D00886.obj,15288,29064,Only triangles,[-1.02968001 -0.752572   -0.30962801],[0.91542602 0.42977101 0.315759  ]
Motorcycle,D00945.obj,4481,4590,Only triangles,[-1.02051997 -0.516693   -0.25336701],[0.8757     0.56638598 0.31302699]
Motorcycle,m1479.obj,12097,22065,Only triangles,[0.025 0.025 0.025],[0.97500002 0.57520002 0.48223001]
Motorcycle,m1480.obj,9543,18238,Only triangles,[0.025 0.025 0.025],[0.44643399 0.63483    0.97500002]
Motorcycle,m1481.obj,547,1036,Only triangles,[0.025 0.025 0.025],[0.34810799 0.57894802 0.97500002]
Motorcycle,m1482.obj,15291,29064,Only triangles,[0.025 0.025 0.025],[0.97500002 0.33077899 0.59161401]
Motorcycle,m1483.obj,46407,90616,Only triangles,[0.025 0.025 0.025],[0.347864   0.54659402 0.97500002]
Motorcycle,m1484.obj,118,180,Only triangles,[0.025 0.025 0.025],[0.41663    0.55600202 0.97500002]
Mug,D00172.obj,1800,3440,Only triangles,[-0.63330197 -0.904028   -0.59004802],[1.03805006 0.63172001 0.58258498]
Mug,D00202.obj,37360,74720,Only triangles,[-0.911479   -0.78776902 -0.50843   ],[0.62296098 0.93662697 0.66852403]
Mug,D00227.obj,19611,38444,Only triangles,[-0.79425299 -0.75925201 -0.84746301],[0.83944303 0.818892   0.51153201]
Mug,D00321.obj,773,1112,Only triangles,[-0.59992099 -0.61548501 -0.531183  ],[1.01566994 0.65823799 0.56504202]
Mug,D00341.obj,7454,14908,Only triangles,[-1.01784003 -0.73267102 -0.49050501],[0.71035999 0.91787702 0.48615801]
Mug,D00372.obj,785,1505,Only triangles,[-0.72196001 -0.91246998 -0.84241998],[1.02774    0.87092698 0.70718402]
Mug,D00427.obj,5682,10944,Only triangles,[-1.13502002 -0.74305999 -0.34153   ],[0.67054403 0.66852897 0.55735701]
Mug,D00684.obj,1723,3446,Only triangles,[-1.00718999 -0.67220801 -0.67592698],[0.68956602 0.699664   0.66952997]
Mug,D00685.obj,5703,11040,Only triangles,[-0.86542898 -0.38979399 -0.633452  ],[0.75161499 0.73963499 0.61581099]
Mug,D00705.obj,4158,7584,Only triangles,[-0.900868   -0.52376997 -0.463548  ],[0.85146803 0.66871297 0.52816898]
Mug,D00728.obj,9616,18513,Only triangles,[-0.71812099 -0.816966   -0.56715   ],[1.01572001 0.829965   0.55927002]
Mug,D00745.obj,3238,6460,Only triangles,[-0.94406402 -0.80256999 -0.50968802],[0.80360901 0.81059098 0.573475  ]
Mug,D00747.obj,15266,30524,Only triangles,[-0.92666799 -0.67402798 -0.30472401],[0.78784001 0.72660202 0.61677599]
Mug,D00760.obj,3266,6520,Only triangles,[-0.70424902 -0.63993198 -0.869865  ],[0.52213502 0.96665299 0.67450899]
Mug,D00770.obj,3300,6592,Only triangles,[-0.67208803 -0.90385002 -0.677665  ],[0.99305397 0.62067199 0.79215503]
Mug,D00825.obj,1166,1800,Only triangles,[-0.96280497 -0.72804302 -0.680457  ],[0.81462502 1.04457998 0.72205901]
Mug,D00833.obj,2021,3960,Only triangles,[-0.83200997 -0.551875   -0.58302099],[0.54651499 1.01090002 0.59975702]
Mug,D00908.obj,1404,1696,Only triangles,[-0.56483698 -0.94182301 -0.69797099],[0.911897   0.74591702 0.560583  ]
Mug,D00913.obj,7135,13344,Only triangles,[-1.04729998 -0.60936302 -0.59632701],[0.69761401 0.79148698 0.50510299]
Mug,D00923.obj,738,2874,Only triangles,[-1.13978004 -0.77264601 -0.63368797],[0.65226001 0.79837102 0.582995  ]
Mug,m503.obj,799,1550,Only triangles,[0.025 0.025 0.025],[0.88530302 0.97500002 0.570795  ]
Mug,m504.obj,1725,3450,Only triangles,[0.025 0.025 0.025],[0.97500002 0.73696703 0.77026099]
Mug,m506.obj,8692,17461,Only triangles,[0.025 0.025 0.025],[0.97500002 0.38990101 0.682684  ]
Mug,m507.obj,3330,6592,Only triangles,[0.025 0.025 0.025],[0.97500002 0.69504303 0.677239  ]
Mug,m508.obj,998,1988,Only triangles,[0.025 0.025 0.025],[0.97500002 0.809506   0.62492502]
Mug,m509.obj,5894,11748,Only triangles,[0.025 0.025 0.025],[0.97500002 0.88927197 0.71434599]
MultiSeat,D00036.obj,144,264,Only triangles,[-0.83285701 -0.476089   -0.57273799],[0.88001502 0.70043701 0.46413901]
MultiSeat,D00046.obj,1191,2354,Only triangles,[-1.08794999 -0.80488801 -0.53284401],[0.66568202 0.70276397 0.64829302]
MultiSeat,D00053.obj,3214,2964,Only triangles,[-1.03515005 -0.42094499 -0.42543399],[0.784886   0.48852301 0.350467  ]
MultiSeat,D00145.obj,168,308,Only triangles,[-0.896267   -0.53021097 -0.42673299],[0.920748   0.35544699 0.313458  ]
MultiSeat,D00146.obj,21992,43920,Only triangles,[-0.905882   -0.61627901 -0.34813401],[0.906829   0.47271699 0.47792199]
MultiSeat,D00237.obj,1940,3840,Only triangles,[-0.787628   -0.33261201 -0.41546899],[1.05975997 0.67780203 0.56489903]
MultiSeat,D00245.obj,1672,3296,Only triangles,[-0.88058501 -0.54953498 -0.42366099],[0.85670102 0.388266   0.26719499]
MultiSeat,D00263.obj,41265,80270,Only triangles,[-0.84154499 -0.65186101 -0.697537  ],[0.82159299 0.697074   0.35266301]
MultiSeat,D00273.obj,27775,55260,Only triangles,[-1.03526998 -0.49556601 -0.41875201],[0.87142003 0.407794   0.298309  ]
MultiSeat,D00285.obj,3770,7440,Only triangles,[-0.91975403 -0.59164798 -0.55280697],[0.78290403 0.674496   0.31617999]
MultiSeat,D00289.obj,12463,24874,Only triangles,[-0.86637402 -0.52016097 -0.34929201],[1.01840997 0.40733001 0.238818  ]
