Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
Helicopter,m1332.obj,10006,19945,Only triangles,[0.025 0.025 0.025],[0.729325   0.32098401 0.97500002]
Helicopter,m1333.obj,9999,20017,Only triangles,[0.025 0.025 0.025],[0.81594098 0.27301499 0.97500002]
Helicopter,m1334.obj,10005,19995,Only triangles,[0.025      0.025      0.02500075],[0.815539   0.27240601 0.97500002]
Helicopter,m1336.obj,10001,19940,Only triangles,[0.025 0.025 0.025],[0.740421   0.28615299 0.97500002]
House,D00001.obj,11202,19391,Only triangles,[-0.72598302 -0.98933798 -0.54203999],[1.00829995 0.75315899 0.44040456]
House,D00044.obj,9980,19396,Only triangles,[-0.708583   -0.69891602 -0.48862401],[0.93217701 0.99350601 0.48147401]
House,D00091.obj,10008,19912,Only triangles,[-1.13091004 -0.742037   -0.348436  ],[0.54241002 0.56830001 0.70339799]
House,D00095.obj,9746,20661,Only triangles,[-0.75936103 -0.94148898 -0.22936   ],[1.17385006 0.91496497 0.49792099]
House,D00286.obj,10586,22308,Only triangles,[-0.85741597 -0.91980201 -0.38774207],[0.88034201 0.85469401 0.52123702]
House,D00325.obj,8182,17370,Only triangles,[-0.61213201 -0.78274202 -0.944942  ],[1.00305998 0.78496701 0.684138  ]
House,D00359.obj,10230,18882,Only triangles,[-1.01194    -0.93390298 -0.42111167],[0.72274798 0.82716399 0.60918599]
House,D00389.obj,11367,18512,Only triangles,[-1.08364999 -0.830679   -0.454896  ],[0.74903798 0.871337   0.476385  ]
House,D00415.obj,10550,19087,Only triangles,[-0.79619402 -0.63162202 -0.96847397],[0.78098899 0.44628701 0.39777699]
House,D00454.obj,10049,20144,Only triangles,[-0.79177302 -0.63124597 -0.25481501],[1.06149006 0.480165   0.49762401]
House,D00568.obj,10094,19868,Only triangles,[-0.568385   -0.57356697 -0.87708002],[1.00510001 0.685736   0.44176501]
House,D00574.obj,11185,43685,Only triangles,[-0.65434402 -0.62554002 -0.35824901],[0.53805399 0.535999   0.340938  ]
House,D00665.obj,10002,19889,Only triangles,[-0.80851197 -0.817056   -0.62519401],[0.87383902 0.79654801 0.64204103]
House,D00873.obj,10113,20356,Only triangles,[-0.72789103 -0.80481797 -0.47002399],[1.06092    1.00814998 0.36988899]
House,D00889.obj,9908,20722,Only triangles,[-0.80357099 -0.90561402 -0.34213901],[1.03016996 0.80915302 0.58233303]
House,D00901.obj,10636,23829,Only triangles,[-0.81137401 -1.00022995 -0.51660198],[0.97542101 0.78234202 0.38522506]
House,D00903.obj,9977,20235,Only triangles,[-1.05637002 -0.78952599 -0.46177134],[0.729164   0.67766398 0.43623301]
House,D00941.obj,10163,19781,Only triangles,[-0.76309699 -0.626248   -0.36973399],[1.00679004 0.22204299 0.427775  ]
House,D00946.obj,9878,20292,Only triangles,[-0.58674097 -0.79189998 -0.63898402],[0.94711798 0.772569   0.58617097]
House,D00965.obj,10071,19529,Only triangles,[-0.92414403 -0.92049301 -0.397412  ],[0.78533602 0.79920799 0.337556  ]
House,m423.obj,10003,19992,Only triangles,[0.025 0.025 0.025],[0.97500002 0.309109   0.39083499]
House,m429.obj,9942,19690,Only triangles,[0.025 0.025 0.025],[0.97500002 0.56353498 0.94638997]
House,m430.obj,10057,19658,Only triangles,[0.02499999 0.025      0.025     ],[0.97500002 0.45201099 0.72239   ]
House,m431.obj,10107,19813,Only triangles,[0.025 0.025 0.025],[0.97500002 0.16526701 0.482454  ]
House,m432.obj,10020,19953,Only triangles,[0.025 0.025 0.025],[0.97500002 0.329799   0.95664299]
House,m433.obj,10117,19741,Only triangles,[0.025 0.025 0.025],[0.97500002 0.224068   0.88863599]
House,m434.obj,10000,19984,Only triangles,[0.025 0.025 0.025],[0.658333   0.97500002 0.97500002]
House,m435.obj,10015,19978,Only triangles,[0.025 0.025 0.025],[0.97500002 0.34562501 0.5       ]
House,m436.obj,10013,19902,Only triangles,[0.025 0.025 0.025],[0.97500002 0.351567   0.48565599]
House,m439.obj,10048,19916,Only triangles,[0.025 0.025 0.025],[0.58883399 0.191202   0.97500002]
House,m440.obj,9992,20068,Only triangles,[0.025 0.025 0.025],[0.65180397 0.46572199 0.97500002]
House,m441.obj,10147,18635,Only triangles,[0.025 0.025 0.025],[0.67789298 0.43759701 0.97500002]
House,m443.obj,10020,19957,Only triangles,[0.025 0.025 0.025],[0.57851201 0.46466899 0.97500002]
House,m446.obj,10160,18348,Only triangles,[0.188968   0.025      0.12674899],[0.89653099 0.27871701 0.41046974]
House,m447.obj,10017,19828,Only triangles,[0.025 0.025 0.025],[0.97500002 0.476412   0.46525699]
House,m448.obj,10009,20003,Only triangles,[0.025 0.025 0.025],[0.71456301 0.97500002 0.89930898]
House,m449.obj,10011,19954,Only triangles,[0.025 0.025 0.025],[0.68058401 0.52467799 0.97500002]
House,m451.obj,10031,19954,Only triangles,[0.025 0.025 0.025],[0.97500002 0.24666101 0.53742403]
House,m452.obj,10001,19997,Only triangles,[0.025 0.025 0.025],[0.97500002 0.743442   0.76643097]
House,m453.obj,9883,20178,Only triangles,[0.025 0.025 0.025],[0.97500002 0.82519799 0.739061  ]
House,m454.obj,10007,19898,Only triangles,[0.025 0.025 0.025],[0.97500002 0.3874     0.55505002]
House,m456.obj,10031,19714,Only triangles,[0.025 0.025 0.025],[0.97500002 0.48446199 0.94279498]
House,m457.obj,10020,19957,Only triangles,[0.025 0.025 0.025],[0.57851201 0.46466899 0.97500002]
House,m460.obj,10196,19761,Only triangles,[0.025 0.025 0.025],[0.97500002 0.68099099 0.75500399]
House,m461.obj,10011,19977,Only triangles,[0.025 0.025 0.025],[0.97500002 0.82523501 0.716057  ]
House,m462.obj,10001,19989,Only triangles,[0.025 0.025 0.025],[0.68024701 0.60382003 0.97500002]
HumanHead,D00013.obj,10769,25655,Only triangles,[-3.80574012 -0.90566897 15.18019962],[-1.68524003  1.57128    18.30879974]
HumanHead,D00061.obj,10188,25879,Only triangles,[ 2.83773994  3.56151009 10.78339958],[ 4.05842018  5.17570019 12.92500019]
HumanHead,D00072.obj,10736,25649,Only triangles,[-1.97503996 -0.95093101  0.004771  ],[-0.28024599  0.917072    2.42659998]
HumanHead,D00106.obj,10760,25671,Only triangles,[-0.484285   -0.17206199 -0.06294598],[0.45748299 0.65325803 1.13524997]
HumanHead,D00131.obj,10706,25677,Only triangles,[ 9.75659001e-04 -7.30314016e+00  5.14742136e+00],[ 3.73449993 -2.34325004 11.02900028]
HumanHead,D00205.obj,9461,21576,Only triangles,[-4.16345978  1.33721006 -4.33926058],[1.06952    8.19769955 4.80420017]
HumanHead,D00313.obj,10930,25713,Only triangles,[0.154346   0.153909   0.16412701],[0.46303901 0.46172699 0.49238199]
HumanHead,D00434.obj,10530,25578,Only triangles,[-2.33278704 -2.77522206 -0.34586662],[2.51637793 4.08826494 5.5621748 ]
HumanHead,D00487.obj,10219,25663,Only triangles,[-0.38386399 -1.35987902 -0.007895  ],[ 0.39067599 -0.567343    0.97378099]
HumanHead,D00488.obj,10971,25691,Only triangles,[-0.1068    1.6164   -0.005186],[0.107003   1.85663998 0.25221801]
HumanHead,D00566.obj,10066,25582,Only triangles,[ 11598.7734375  -11225.92773438   7202.79248047],[ 11787.05078125 -10979.02148438   7483.17626953]
HumanHead,D00578.obj,11466,25686,Only triangles,[-33.61429977 -30.34049988  -0.28812221],[ 0.060443    1.34725428 39.2621994 ]
HumanHead,D00591.obj,10724,25632,Only triangles,[-1.15728998 -1.19965005 -2.44859982],[1.21416998 2.55813003 2.3743701 ]
HumanHead,D00610.obj,10532,25680,Only triangles,[-0.50464499 -0.995498   -0.37864289],[1.3707     0.99645001 2.16630006]
HumanHead,D00629.obj,10324,25365,Only triangles,[-2.23923302 -3.13151097  0.30238101],[-0.92738098 -1.91993117  1.80771303]
HumanHead,D00653.obj,10181,25658,Only triangles,[-3.14009094  3.6998961  -1.58123207],[-1.51967382  5.59638786  1.43292499]
HumanHead,D00690.obj,10622,25644,Only triangles,[8.09076023 9.93733978 0.614052  ],[11.13710022 13.69009972  4.81092978]
HumanHead,D00758.obj,9725,21573,Only triangles,[2.52852783e+01 6.54100021e-03 2.47476292e+00],[25.87521172  0.66712499  3.25705791]
HumanHead,D00910.obj,9421,21602,Only triangles,[-9.34193015e-01 -3.06695014e-01 -2.68583224e-13],[0.93419302 1.70130992 2.31577992]
HumanHead,D00984.obj,10109,25695,Only triangles,[ 0.70221698 -2.24110007 -1.39245999],[5.71838999 1.93490005 5.26676989]
HumanHead,m340.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.89900899 0.97500008 0.94844502]
HumanHead,m341.obj,10011,19965,Only triangles,[0.025 0.025 0.025],[0.67785501 0.97500002 0.82164598]
HumanHead,m342.obj,10017,19892,Only triangles,[0.035556 0.025    0.025   ],[0.70364499 0.97500002 0.82808799]
HumanHead,m343.obj,10017,19956,Only triangles,[0.025 0.025 0.025],[0.69156498 0.97500002 0.83106798]
HumanHead,m344.obj,10029,19918,Only triangles,[0.025 0.025 0.025],[0.56527102 0.76469702 0.97500002]
HumanHead,m345.obj,10013,19982,Only triangles,[0.025 0.025 0.025],[0.956833   0.97500002 0.90106899]
HumanHead,m346.obj,10001,19990,Only triangles,[0.025 0.025 0.025],[0.600914   0.97500002 0.75924802]
HumanHead,m347.obj,9882,20138,Only triangles,[0.025      0.02499982 0.025     ],[0.57733297 0.97500002 0.76133102]
HumanHead,m348.obj,10014,19981,Only triangles,[0.025 0.025 0.025],[0.60171402 0.97500002 0.74601501]
HumanHead,m349.obj,10000,19881,Only triangles,[0.025      0.02500043 0.025     ],[0.71615201 0.97500002 0.79796875]
HumanHead,m350.obj,10004,19988,Only triangles,[0.025 0.025 0.025],[0.97500002 0.94299197 0.950643  ]
HumanHead,m351.obj,9999,20000,Only triangles,[0.025 0.025 0.025],[0.73653299 0.97500002 0.84245503]
HumanHead,m352.obj,10007,19978,Only triangles,[0.025 0.025 0.025],[0.747311   0.97500002 0.94106698]
HumanHead,m353.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.69980103 0.97500002 0.85408598]
HumanHead,m354.obj,10001,19996,Only triangles,[0.025 0.025 0.025],[0.54843903 0.97500002 0.70515698]
HumanHead,m355.obj,10000,19996,Only triangles,[0.02493215 0.02492663 0.02511597],[0.58352566 0.97500002 0.78378099]
HumanHead,m356.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.74341202 0.97500002 0.920425  ]
HumanHead,m357.obj,10000,19998,Only triangles,[0.025 0.025 0.025],[0.763762   0.97500002 0.93433201]
HumanHead,m358.obj,10000,19983,Only triangles,[0.025 0.025 0.025],[0.63961798 0.97500002 0.80396801]
HumanHead,m359.obj,10001,19997,Only triangles,[0.025 0.025 0.025],[0.848333   0.959167   0.97500002]
HumanHead,m360.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.74578899 0.97500002 0.88468897]
HumanHead,m361.obj,10005,19990,Only triangles,[0.025 0.025 0.025],[0.67568499 0.97500002 0.740753  ]
HumanHead,m362.obj,10001,19990,Only triangles,[0.025 0.025 0.025],[0.724783   0.97500002 0.77574801]
HumanHead,m363.obj,10011,19965,Only triangles,[0.025 0.025 0.025],[0.713112   0.97500002 0.89509702]
HumanHead,m364.obj,10004,19991,Only triangles,[0.025 0.025 0.025],[0.67174202 0.97500002 0.91196501]
HumanHead,m365.obj,10000,19996,Only triangles,[0.025      0.0249468  0.02492392],[0.823412   0.97507608 0.68559802]
HumanHead,m366.obj,10001,19998,Only triangles,[0.02499999 0.26627001 0.025     ],[0.46596301 0.97500002 0.474444  ]
HumanHead,m367.obj,10026,19963,Only triangles,[0.025 0.025 0.025],[0.60332298 0.97500002 0.63098598]
HumanHead,m368.obj,10007,19992,Only triangles,[0.025 0.025 0.025],[0.71068901 0.97500002 0.91418999]
HumanHead,m369.obj,9995,20004,Only triangles,[0.025 0.025 0.025],[0.97500002 0.88114798 0.71491897]
HumanHead,m370.obj,10107,19659,Only triangles,[0.025 0.025 0.025],[0.51774102 0.97500002 0.646433  ]
Humanoid,m118.obj,10001,19988,Only triangles,[0.025 0.025 0.025],[0.28393301 0.97500002 0.19722401]
Humanoid,m119.obj,10001,19982,Only triangles,[0.025 0.025 0.025],[0.27527899 0.97500002 0.216721  ]
Humanoid,m120.obj,10001,19988,Only triangles,[0.025 0.025 0.025],[0.272396   0.97500002 0.222875  ]
Humanoid,m121.obj,10001,19988,Only triangles,[0.025 0.025 0.025],[0.31611601 0.97500002 0.205277  ]
Humanoid,m122.obj,10001,19988,Only triangles,[0.025 0.025 0.025],[0.28167501 0.97500002 0.27588299]
Humanoid,m123.obj,10001,19988,Only triangles,[0.025 0.025 0.025],[0.27317399 0.97500002 0.28505901]
Humanoid,m124.obj,10001,19984,Only triangles,[0.025 0.025 0.025],[0.29914901 0.97500002 0.23419601]
Humanoid,m125.obj,9999,19998,Only triangles,[0.025 0.025 0.025],[0.353075   0.29186499 0.97500002]
Humanoid,m126.obj,10010,19957,Only triangles,[0.025 0.025 0.025],[0.258991   0.97500002 0.174844  ]
Humanoid,m128.obj,10001,19982,Only triangles,[0.025 0.025 0.025],[0.28485301 0.97500002 0.24294201]
Humanoid,m129.obj,10016,24620,Only triangles,[0.025   0.02962 0.025  ],[0.27245301 0.97500002 0.205935  ]
Humanoid,m130.obj,10056,19925,Only triangles,[0.025 0.025 0.025],[0.29201499 0.97500002 0.178544  ]
Humanoid,m131.obj,10096,19678,Only triangles,[0.025 0.025 0.025],[0.322927   0.19752701 0.97500002]
Humanoid,m132.obj,10135,19748,Only triangles,[0.025 0.025 0.025],[0.196376   0.30350599 0.97500002]
Humanoid,m133.obj,10062,19875,Only triangles,[0.025 0.025 0.025],[0.334878   0.97500002 0.215259  ]
Humanoid,m134.obj,10017,19954,Only triangles,[0.025 0.025 0.025],[0.237936   0.97500002 0.18461099]
Humanoid,m135.obj,10002,19981,Only triangles,[0.025 0.025 0.025],[0.29672101 0.97500002 0.268929  ]
Humanoid,m136.obj,10002,19981,Only triangles,[0.025 0.025 0.025],[0.29097199 0.97500002 0.205733  ]
Humanoid,m137.obj,10002,19988,Only triangles,[0.025 0.025 0.025],[0.41033399 0.97500002 0.232007  ]
Humanoid,m138.obj,10003,19995,Only triangles,[0.025 0.025 0.025],[0.38038701 0.25411201 0.97500002]
Humanoid,m139.obj,10014,19868,Only triangles,[0.025 0.025 0.025],[0.523247   0.97508693 0.246838  ]
Humanoid,m140.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.39728999 0.221536   0.97500002]
Humanoid,m141.obj,10097,19681,Only triangles,[0.025 0.025 0.025],[0.32501501 0.97500002 0.32473701]
Humanoid,m143.obj,10034,19944,Only triangles,[0.025 0.025 0.025],[0.40869799 0.97500002 0.18971799]
Humanoid,m144.obj,10009,19976,Only triangles,[0.025 0.025 0.025],[0.332412   0.97500002 0.204358  ]
Humanoid,m145.obj,9998,19992,Only triangles,[0.025      0.025      0.02516296],[0.375543   0.97500002 0.50420702]
Humanoid,m146.obj,10116,19712,Only triangles,[0.025 0.025 0.025],[0.35737899 0.97500002 0.399115  ]
Humanoid,m147.obj,10021,19891,Only triangles,[0.025 0.025 0.025],[0.355968   0.97500002 0.23515899]
Humanoid,m148.obj,10005,19959,Only triangles,[0.025 0.025 0.025],[0.53737903 0.97500002 0.218602  ]
Humanoid,m149.obj,9999,19991,Only triangles,[0.025 0.025 0.025],[0.199212   0.97500002 0.31848001]
Humanoid,m150.obj,10094,19686,Only triangles,[0.025 0.025 0.025],[0.237902   0.97500002 0.38409799]
Humanoid,m151.obj,10010,19988,Only triangles,[0.025 0.025 0.025],[0.298278   0.97500002 0.239721  ]
Humanoid,m152.obj,10021,19852,Only triangles,[0.025 0.025 0.025],[0.37515801 0.97500002 0.249312  ]
Humanoid,m153.obj,10004,19780,Only triangles,[0.025 0.025 0.025],[0.32611799 0.97500002 0.22299001]
Humanoid,m154.obj,10002,19884,Only triangles,[0.025 0.025 0.025],[0.31696099 0.97500002 0.239042  ]
Humanoid,m155.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.51101398 0.97500002 0.201783  ]
Humanoid,m156.obj,9957,19870,Only triangles,[0.02491042 0.02500684 0.024997  ],[0.40951362 0.97500002 0.21127646]
Humanoid,m157.obj,10015,19966,Only triangles,[0.395717 0.036707 0.025   ],[0.65623897 0.69296002 0.197533  ]
Humanoid,m158.obj,10010,19924,Only triangles,[0.025 0.025 0.025],[0.36664501 0.97500002 0.23908   ]
Humanoid,m159.obj,10003,19982,Only triangles,[0.025 0.025 0.025],[0.31712699 0.97500002 0.214102  ]
Humanoid,m160.obj,10028,19955,Only triangles,[0.025 0.025 0.025],[0.36793301 0.97500002 0.40996301]
Humanoid,m161.obj,10009,19894,Only triangles,[0.025 0.025 0.025],[0.34969199 0.97500002 0.182098  ]
Humanoid,m162.obj,10002,19906,Only triangles,[0.025      0.025      0.02500001],[0.35646901 0.97500002 0.25365299]
Humanoid,m163.obj,10005,19991,Only triangles,[0.025 0.025 0.025],[0.29804    0.97500002 0.19409201]
Humanoid,m164.obj,10014,19968,Only triangles,[0.025 0.025 0.025],[0.326765   0.97500002 0.20270599]
Humanoid,m165.obj,9818,20316,Only triangles,[0.025 0.025 0.025],[0.33612499 0.97500002 0.198377  ]
Humanoid,m166.obj,9821,20330,Only triangles,[0.025 0.025 0.025],[0.295275   0.97500002 0.32211101]
Humanoid,m167.obj,10000,19986,Only triangles,[0.025 0.025 0.025],[0.35604101 0.97500002 0.50059599]
Humanoid,m168.obj,9984,20078,Only triangles,[0.025 0.025 0.025],[0.39255199 0.97500002 0.212955  ]
Humanoid,m169.obj,10027,19966,Only triangles,[0.025 0.025 0.025],[0.31810001 0.97500002 0.190571  ]
Humanoid,m170.obj,10011,19960,Only triangles,[0.02501012 0.02496669 0.025     ],[0.35019383 0.97500002 0.152937  ]
Humanoid,m171.obj,10013,19948,Only triangles,[0.025 0.025 0.025],[0.48859999 0.97500002 0.224737  ]
Humanoid,m172.obj,10018,19960,Only triangles,[0.025 0.025 0.025],[0.31629899 0.97500002 0.15938   ]
Humanoid,m173.obj,10053,19926,Only triangles,[0.025 0.025 0.025],[0.286928   0.97500002 0.177397  ]
Humanoid,m174.obj,10001,19918,Only triangles,[0.025 0.025 0.025],[0.405801   0.97500002 0.233696  ]
Humanoid,m175.obj,10015,19950,Only triangles,[0.025118 0.041787 0.031331],[0.335592   0.97020799 0.33303601]
Humanoid,m176.obj,10027,19926,Only triangles,[0.025 0.025 0.025],[0.432787   0.97500002 0.194575  ]
Humanoid,m177.obj,10011,19982,Only triangles,[0.025 0.025 0.025],[0.38003299 0.97500002 0.33315301]
Humanoid,m178.obj,10000,19996,Only triangles,[0.025 0.025 0.025],[0.34222499 0.97500002 0.18469501]
Humanoid,m179.obj,9999,19954,Only triangles,[0.02499307 0.025      0.025     ],[0.39100501 0.97500002 0.182174  ]
Humanoid,m180.obj,10110,19564,Only triangles,[0.025     0.0247667 0.025    ],[0.29786399 0.97500002 0.173853  ]
Humanoid,m181.obj,10030,19958,Only triangles,[0.025 0.025 0.025],[0.444608   0.97500002 0.229084  ]
Humanoid,m182.obj,9999,20008,Only triangles,[0.025 0.025 0.025],[0.39343601 0.97500002 0.166457  ]
Humanoid,m183.obj,10003,19922,Only triangles,[0.025 0.025 0.025],[0.89961803 0.97500002 0.383562  ]
Humanoid,m184.obj,10001,19988,Only triangles,[0.025 0.025 0.025],[0.283631   0.97500002 0.177975  ]
Humanoid,m185.obj,10002,19981,Only triangles,[0.025 0.025 0.025],[0.297162   0.97500002 0.304865  ]
Humanoid,m186.obj,10036,19953,Only triangles,[0.025 0.025 0.025],[0.32282501 0.97500002 0.18246201]
Humanoid,m187.obj,10015,19922,Only triangles,[0.025 0.025 0.025],[0.56291503 0.97500002 0.476143  ]
Humanoid,m188.obj,10051,19815,Only triangles,[0.025 0.025 0.025],[0.30939499 0.97500002 0.193661  ]
Humanoid,m189.obj,10024,19956,Only triangles,[0.025 0.025 0.025],[0.28781301 0.97500002 0.17387301]
Humanoid,m190.obj,10041,19943,Only triangles,[0.025 0.025 0.025],[0.46284801 0.97500002 0.45632699]
Humanoid,m191.obj,10000,20014,Only triangles,[0.025 0.025 0.025],[0.51899999 0.97500002 0.21510001]
Humanoid,m192.obj,10001,19982,Only triangles,[0.025 0.025 0.025],[0.27899101 0.97500002 0.24765401]
Humanoid,m193.obj,9972,20239,Only triangles,[0.025 0.025 0.025],[0.38865799 0.97500002 0.51982599]
Humanoid,m194.obj,10117,19711,Only triangles,[0.025 0.025 0.025],[0.237304   0.97500002 0.396532  ]
Humanoid,m195.obj,10003,19920,Only triangles,[0.0248344  0.025      0.02494832],[0.29262191 0.97245806 0.42945817]
Humanoid,m196.obj,10009,19909,Only triangles,[0.025 0.025 0.025],[0.440896   0.97500002 0.19482601]
Humanoid,m197.obj,10096,19678,Only triangles,[0.025 0.025 0.025],[0.185681   0.97500002 0.29689899]
Humanoid,m198.obj,10510,24264,Only triangles,[0.025 0.025 0.025],[0.40644401 0.97500002 0.35781109]
Humanoid,m199.obj,10035,19926,Only triangles,[0.025 0.025 0.025],[0.37662101 0.225852   0.97500002]
Humanoid,m202.obj,10021,19974,Only triangles,[0.025 0.025 0.025],[0.295623   0.97500002 0.225712  ]
Humanoid,m203.obj,10003,19974,Only triangles,[0.025 0.025 0.025],[0.342608   0.97500002 0.23432501]
Humanoid,m204.obj,10007,19959,Only triangles,[0.025 0.025 0.025],[0.340756   0.97500002 0.353742  ]
Humanoid,m205.obj,10017,19946,Only triangles,[0.025 0.025 0.025],[0.383616   0.97500002 0.231815  ]
Humanoid,m206.obj,10061,19927,Only triangles,[0.025 0.025 0.025],[0.28378901 0.26071799 0.97500002]
Humanoid,m207.obj,10072,19922,Only triangles,[0.025 0.025 0.025],[0.35499099 0.97500002 0.30667001]
Humanoid,m208.obj,10001,19998,Only triangles,[0.025 0.025 0.025],[0.36873201 0.97500002 0.179024  ]
Humanoid,m210.obj,10003,19990,Only triangles,[0.025 0.025 0.025],[0.62253499 0.97500002 0.59892702]
Humanoid,m211.obj,9978,20078,Only triangles,[0.025 0.025 0.025],[0.33996701 0.97500002 0.228073  ]
